Portfolio Management,Quantitative Analytics,Market Risk,R,Artificial Neural Networks,Credit Risk,Risk Management,Analysis,Investments,Valuation,Asset Management,Financial Risk,Derivatives,Options,Trading,Equities,Portfolio Optimization,Risk Analysis,Risk Analytics,Microsoft Excel,Econometrics,Quantitative Analysis,CDS,Forecasting,multi factor regressions
Teamwork,Research,Public Speaking,Python,Microsoft Office,PowerPoint,Java,R,C,LaTeX,Event Planning,PostgreSQL,XQuery,XPath,Blender,Eclipse,Unix,Bash,Subversion,Git,Microsoft Excel,Data Analysis,Leadership,Statistics,Time Management
Microsoft Office,Teamwork,Time Management,Customer Service,Leadership,Analytical Skills,Team Leadership,Management,Public Speaking,Social Media,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Data Mining,Research,Matlab,Machine Learning,ArcGIS,Data Analysis,Microsoft Office,Project Management,SPSS,Microsoft Excel,Science,Mathematical Modeling,Statistics,Geographic Information Systems (GIS),Analysis,Qualitative Research,Business Analysis,Business Intelligence,GIS,Data Modeling,Project Coordination,Strategic Planning,Project Planning,R,Modeling
Machine Learning,Data Science,Deep Learning,Programming,Python,R,Pattern Recognition,Artificial Intelligence,Django,Signal Processing,Scikit-Learn,NumPy,SciPy,SQL,PostgreSQL,Hadoop,Apache Spark,HTML,Cascading Style Sheets (CSS),Research,Simulations,LaTeX,None,None,None
Java,SQL,Databases,Apache Spark,MapReduce,C,C++,HTML,JSP,PL/SQL,Google Tensorflow,JavaServer Pages (JSP),Python,Big Data,Machine Learning,Data Science,Spark,SAS,H20,Marketing Science,None,None,None,None,None
Sensors,R&D,Product Development,Data Analysis,Matlab,Chemistry,Materials Science,Spectroscopy,Design of Experiments,Process Improvement,Testing,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Microsoft Excel,Data Analysis,Python,Java,Financial Analysis,SAS,R,PowerPoint,Statistical Modeling,Teamwork,Multivariate Statistics,Statistics,Machine Learning,Matlab,Accounting,Auditing,Financial Accounting,Turing,Forecasting,Piano Performance,Music Theory,Time Management,Microsoft Office,None,None
Machine Learning,Data Mining,Matlab,Python,C++,C,Text Mining,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
machine learning techniques,"Hadoop (Pig, Hive, Apache Spark)",R and Python,MySQL/SQL databases,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Statistics,Statistical Modeling,R,Statistical Data Analysis,Teaching,Data Analysis,Data Visualization,SAS,Biostatistics,Coaching,Academic Tutoring,SQL,Matlab,Microsoft Office,Problem Solving,Alteryx,GNU Octave,Machine Learning,Customer Segmentation Strategy,Python,Tableau,Deep Learning,None,None,None
Apache Spark,Hadoop,Machine Learning,Deep Learning,Artificial Intelligence,Python,Java,C#,C,C++,Software Development,Amazon EC2,Software Engineering,Artificial Neural Networks,Support Vector Machines,Bayesian networks,Auto-Encoders,OpenCL,GPU Computing,GPU,Decision Trees,Simulated Annealing,Particle Swarm Optimization,Mathematics,Scilab
Matlab,Signal Processing,Image Processing,Simulink,C,LaTeX,Microsoft Office,C++,Research,Simulations,Teaching,Statistics,Mathematical Modeling,Machine Learning,Pattern Recognition,Numerical Analysis,Artificial Intelligence,Biomedical Engineering,Algorithms,Programming,Optimization,Digital Image Processing,Java,Computer Vision,Digital Signal Processors
Machine Learning,Data Mining,Mathematical Modeling,LaTeX,R,Matlab,C,C++,Java,SQL,Erlang,HTML,Statistics,Algorithms,Statistical Modeling,Computer Science,Research,Data Analysis,Python,Simulations,Hadoop,Apache Spark,Amazon Web Services (AWS),Shell Scripting,Linux
Matlab,Java,Data Analysis,Research,Analysis,MySQL,Jupyter Interface,Teradata SQL,Microsoft Office,Microsoft Excel,HTML,Cascading Style Sheets (CSS),PowerPoint,Analytical Skills,Teamwork,Communication,Leadership,Signal Processing,Statistics,Biomedical Engineering,C,Simulink,Biomaterials,Programming,LaTeX
Machine Learning,Python,Statistics,Supervised Learning,Unsupervised Learning,Fraud Detection,Tensorflow,Amazon Web Services (AWS),"Extract, Transform, Load (ETL)",Predictive Modeling,MySQL,PostgreSQL,Big Data Analytics,Marketing Analytics,Product Analysis,A/B Testing,SPSS,Research Design,Literature Reviews,Public Speaking,Psychology,Presentation Skills,Project Management,Team Leadership,Data Collection
Analytics,Python,Apache Spark,R,SQL,Sqoop,Hadoop,Apache Kafka,PostgreSQL,Julia,Scala,JavaScript,PHP,Google Analytics,HTML 5,Time Series Analysis,Omniture,VBA,jQuery,Redis,MySQL,SEO,CMS,User Experience,Data Mining
Data Analysis,Statistics,Analytics,Entrepreneurship,Machine Learning,Market Research,Leadership,Digital Marketing,Online Advertising,Marketing Strategy,Research,Data Mining,R,Social Media Marketing,Social Media,Strategic Thinking,Statistical Modeling,Analysis,Predictive Modeling,Tableau,Marketing Communications,Strategic Planning,Python,Matlab,Statistical Data Analysis
Machine Learning,Analytics,Data Mining,Tableau,Python,R (linguagem de programação),Big Data,Hadoop,Amazon Web Services (AWS),MRJob,Matlab,Microsoft .NET,Mineração de dados,Análise de dados,Análise estatística,Analítica preditiva,Inferência Estatística,Genetic Algorithms,Neural Networks,Power Systems,Energy,Risk Analysis,Real Options Analysis,Statistical Inference,Forecasting
Machine Learning,Software Development,Python,Django,R,Matlab,Artificial Neural Networks,iOS development,Research,Data Analysis,Reliability,MathCAD,Microsoft Office,Risers,Fortran,SQL,Anchoring,Abaqus,Fluid-Structure Interaction,Geotechnical Engineering,Delphi,Finite Element Analysis,Soil-Structure Interaction,ANSYS,APDL
R,Statistical Modeling,Python,SAS,Mathematical Modeling,Mercado de crédito,Risco financeiro,Modelagem estatística,Hive,Apache Spark,MapReduce,Microsoft Excel,Gestão,Basel II,PowerPoint,Credit Cards,None,None,None,None,None,None,None,None,None
Artificial Intelligence,Machine Learning,Programming,Java,C++,Data Analysis,Matlab,Software Development,Cloud Computing,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Java,Optimization,Algorithms,Machine Learning,Evolutionary Computation,Matlab,JavaScript,XML,Simulations,AJAX,Signal Processing,Software Development,SAP,LaTeX,Linux,Python,Software Configuration Management,Simulink,C,ERP,Programming,Research,Multi-objective Optimization,Stochastic Modeling,Robust Engineering
C,Programming,Python,C++,Linux,Algorithms,Java,Matlab,Microsoft Office,MySQL,HTML,SQL,Microsoft Excel,LaTeX,Artificial Intelligence,Perl,PowerPoint,PHP,Customer Service,Simulations,Eclipse,Microsoft Word,Computer Programming,OpenGL,Software Engineering
Materials Science,Scanning Electron Microscopy,Nanotechnology,Matlab,Data Mining,"C, C++",Java,Python,SQL,COMSOL,Cellular hybrid materials,Microtrusses,Electrodeposition,Nano Electron Beam Lithography,Atomic Force Microscopy,3D Printing,X-ray tomography,PECVD,RIE,XRD,Spectrometer,Carrier Lifetime Measurement,Thin Film Thickness Measurement System,None,None
Java,SQL,JavaScript,C++,C,HTML,Microsoft SQL Server,Leadership,Python,Team Management,MySQL,Matlab,Data Science,Microsoft Office,Data Mining,Requirements Analysis,Linux,Databases,Operations Management,Oracle Business Intelligence,Business Intelligence,Data Analysis,HP Service Manager,LaTeX,Data Visualization
Programming,Network Security,Information Security,Java,Computer Science,Databases,Research,HTML,Matlab,Software Development,Cryptography,Network Administration,Machine Learning,Data Analysis,LaTeX,Python,Wireless Security,Big Data,Data Mining,Artificial Intelligence,Pattern Recognition,Time Series Analysis,SPSS,SVM,Signal Processing
Data Analysis,Python,Applied Mathematics,Microsoft Excel,Marketing,Social Media,Teamwork,Marketing Strategy,Management,Strategic Planning,Sports Analytics,Badminton Instruction,Visual Basic,Mathematical Modeling,Mathematical Physics,Orbital Mechanics,Online Advertising,Leadership,Business Development,None,None,None,None,None,None
Statistics,Time Management,Statistical Data Analysis,Microsoft Excel,Research,PowerPoint,Teamwork,Microsoft Office,Customer Service,Leadership,R Programming,SAS programming,SQL,Critical Thinking,R,None,None,None,None,None,None,None,None,None,None
Mathematics,R,Customer Service,Microsoft Office,SAS,Microsoft Excel,Teaching,Management,Actuarial Science,Data Analysis,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Data Analysis,R,Python,Research,Microsoft Excel,Microsoft PowerPoint,Microsoft Office,HTML,Cascading Style Sheets (CSS),SQL,Experimental Research,Quantitative Research,Machine Learning,Public Speaking,Microsoft Word,None,None,None,None,None,None,None,None,None,None
Leadership,Business Strategy,Business Development,Simulations,Data Analysis,Artificial Intelligence,Machine Learning,Predictive Analysis,Business Process Improvement,Engineering,Continuous Improvement,Testing,Injection Molding,Hydraulic Systems,Chatbot Messaging Platform,Project Management,Strategic Planning,Manufacturing,Management,Hydraulics,Optimization,Microsoft Office,Algorithms,Matlab,Mathematical Modeling
Data Science,Machine Learning,Python,C++,Matlab,Java,C,Programming,Deep Learning,Natural Language Processing,Supervised Learning,Data Analysis,Neural Networks,MySQL,Statistics,Research,Eclipse,C#,SQL,SAS,R,Verilog,Linux,VHDL,Algorithms
Algorithms,C++,Software Engineering,Software Development,Java,Python,Shell Scripting,Linux,Subversion,Perl,C,Functional Verification,Formal Verification,SystemVerilog,Boost C++,Bash,Machine Learning,Testing,Verilog,Data Visualization,C++11,TCL,x86 Assembly,Technology,Innovation
Mathematical Modeling,Algorithms,Numerical Analysis,Statistics,Machine Learning,Matlab,Image Processing,Science,Image Analysis,Computer Vision,Pattern Recognition,Programming,Neuroscience,Python,Data Analysis,Fortran,Biomedical Engineering,Research,Partial Differential Equations,Signal Processing,Optimization,LaTeX,Monte Carlo Simulation,Computational Physics,Optimizations
Microsoft Office,Teamwork,Research,Time Management,Microsoft Excel,Leadership,PowerPoint,Spectroscopy,Characterization,Data Analysis,Simulations,Microsoft Word,TEM,Nanoparticles,None,None,None,None,None,None,None,None,None,None,None
Research,Python,Machine Learning,Mathematics,Deep Learning,Programming,Linear Programming,Scala,C++,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Machine Learning,Recommender Systems,Apache Spark,Matlab,Deep Learning,Simulations,LaTeX,Simulink,C++,C,Programming,Java,Algorithms,Python,Mathematical Modeling,Verilog,Labview,Solidworks,None,None,None,None,None,None,None
Python,C,Data Mining,SQL,Linux,Java,Android,Testing,MySQL,Algorithms,C++,Programming,R,Machine Learning,Databases,Matlab,Qt,Software Development,SAS,MPI,Ffmpeg,ClearCase,GCC,Software Engineering,Computer Forensics
Bioinformatics,Machine Learning,Algorithms,LaTeX,Programming,Matlab,High Performance Computing,Data Mining,Pattern Recognition,Signal Processing,Computer Science,Java,Python,Statistics,Image Processing,Mathematical Modeling,MySQL,Linux,Data Analysis,XML,HTML,PHP,JavaScript,Microsoft SQL Server,C
Data Analysis,Critical Thinking,Software Documentation,Financial Analysis,Statistics,Teamwork,Matlab,LaTeX,Time Management,Analysis,PowerPoint,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Python,R,Data Mining,Machine Learning,Algorithm Design,Natural Language Processing,Time Series Analysis,Tensorflow,Computer Vision,Java,Scikit-Learn,SciPy,SAS Programming,LaTeX,Web Development,Bayesian statistics,Regression Analysis,Artificial Neural Networks,Creative Writing,Team Leadership,Chess,Hypothesis Testing,Stochastic Modeling,Stochastic Processes,Fundraising
LaTeX,Science,Data Analysis,Physics,Matlab,Teaching,Research,Statistics,Astronomy,Scientific Computing,Python,Microsoft Office,Theoretical Physics,University Teaching,R,IDL programming,C++,Critical Thinking,Data Modeling,Linux,Image Processing,Professional Writing,IR spectroscopy,Programming,Solid computer skills
Microsoft Excel,R,SAS,Microsoft Word,PowerPoint,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Time Series Analysis,Econometrics,Statistics,Stata,Data Analysis,Teaching,Economics,LaTeX,Microsoft Excel,Analysis,Matlab,Research,University Teaching,Mathematical Modeling,SPSS,Analytical Skills,R,Statistical Modeling,Data Mining,Machine Learning,Financial Modeling,None,None,None,None
Econometrics,Business Analysis,Economics,Analysis,Data Analysis,Microsoft Office,Finance,Derivatives,Financial Modeling,Project Management,Financial Analysis,Teamwork,Quantitative Finance,Strategic Planning,Tax,SQL,Microsoft Excel,Analytical Skills,Visual Basic for Applications (VBA),VBA,Consulting,Risk Management,Investments,Banking,Strategy
Data Analysis,Mathematical Modeling,Data Mining,Matlab,Numerical Simulation,R,Scientific Computing,Numerical Analysis,Microsoft Excel,Java,LaTeX,Python,Signal Processing,SQL,Hadoop,Tableau,C,Image Processing,Machine Learning,Finite Element Analysis,Finite Volume,Finite Difference Method,Adaptive Algorithm,Communication,Project Management
Computer Science,Programming,Algorithms,Research,LaTeX,MySQL,Cloud Computing,SQL,Java,Software Development,Data Analysis,Statistics,Artificial Intelligence,Python,Mathematical Modeling,R,Data Science,Data Visualization,Big Data Analytics,Business Intelligence,Tableau,Dimensional Modeling,Team Work,Forecasting,Hadoop
Data Analysis,Mathematical Modeling,Statistics,LaTeX,Partial Differential Equations,Matlab,Teaching,Fluid Dynamics,Oceanography,C++,Python,Bioinformatics,R,Fortran,Research,Scientific Writing,Natural Language Processing,Deep Learning,Science,Scala,None,None,None,None,None
Business Development,Team Management,Management,Recruiting,Business Strategy,New Business Development,Sales,Project Management,Business Planning,Leadership,Sourcing,Talent Acquisition,Contract Recruitment,Human Resources,Team Leadership,Personnel Management,CRM,Direct Sales,Training,HR Consulting,Project Planning,Key Account Management,Energy Industry,Competitive Analysis,Marketing Management
Machine Learning,Software Development,Java,Algorithms,C#,Programming,C++,SQL,Databases,Computer Science,Testing,JavaScript,MySQL,HTML,Visual Studio,OOP,C,Web Services,Linux,Artificial Intelligence,Neural Networks,Decision Trees,SVM,PHP,Shell Scripting
Machine Learning,Deep Learning,Python,Data Mining,Hadoop,Signal Processing,Matlab,C,Linux,Optimization,Theano,Image Processing,Artificial Intelligence,Github,Shell Scripting,Apache Spark,MySQL,Docker,Apache Kafka,tensorflow,None,None,None,None,None
Project Management,R programming,Project Planning,Teamwork,D3.js,Project Coordination,SQL,Python,Machine Learning,Data Mining,MySQL,Microsoft Office,Java,Analysis,MapReduce,Spark,Hive,Research,Big Data Analytics,Data Analysis,Parallel Programming,Sentiment Analysis,UML,Spring MVC,Microsoft Project
Microsoft Excel,R,SQL,Teamwork,Python,Analytical Skills,Problem Solving,Big Data Analytics,VBA,LaTeX,MapReduce,Microsoft Word,Microsoft Office,Data Analysis,Statistical Modeling,Matlab,Scheme,Team Leadership,Apache Spark,Web Scraping,Visual Basic for Applications (VBA),MongoDB,Management,None,None
Data Analysis,SQL,Python,SAS,Github,Analytics,Econometrics,Business Analysis,Data Warehousing,Data Modeling,Business Intelligence,Teradata,Valuation,Data Mining,Predictive Modeling,ETL,Credit Card Analytics,Financial Markets,Predictive Analytics,Student Recruiting,Big Data,Macroeconomics,Unix,Risk Management,Hadoop
Data Mining,Business Intelligence,Agile Methodologies,SQL,Analytics,Data Warehousing,Data Analysis,Analysis,Statistical Modeling,Team Management,Requirements Analysis,SAS,Microsoft SQL Server,Databases,Management,Tableau,Predictive Modeling,Business Analysis,Big Data,Core Java,Presentations,Multivariate Statistics,Software Project Management,R,Software Development
Data Analysis,Machine Learning,Python,R,Mathematical Modeling,Code Development,Simulations,"Fortran, C++",Matlab,Business Analytics,Watson Analytics,"SQL, NoSQL",MySQL,XML,MongoDB,Multivaruate Regression,Classification,Clustering,Association Rules,Information Retrieval,Weka,Statistical Inference,Big Data,Hadoop,MapReduce
Matlab,Python,Machine Learning,Pattern Recognition,Usability Testing,Human Computer Interaction,Signal Processing,Affective Computing,Human Factors,Quantitative Research,Biomedical Engineering,R,EEG,Usability,Qualitative Research,Eyetracker,User Research,Sensors,Labview,Visual Basic,C,LaTeX,Simulink,Functional Neuroimaging,Data Analysis
Project Management,Programming,Matlab,Microsoft Office,Data Analysis,Microsoft Excel,Python,Solidworks,Project Planning,SQL,Linux,Time Management,Leadership,Visual Basic,Orcad,Mechanical Engineering,HTML 5,JavaScript,None,None,None,None,None,None,None
Analytics,Customer Insight,Marketing,Social Media Marketing,Marketing Strategy,Database Marketing,Segmentation,Start-ups,Strategic Partnerships,Digital Marketing,Data Analysis,Product Development,Market Research,Advertising,Location Intelligence,Business Intelligence,Leadership,Target Marketing,big data,Data Interpretation,Online Advertising,Quantitative Analysis,Information Graphics,Predictive Analytics,SaaS
Molecular Biology,Matlab,Cell Culture,R,Genomics,Neuroscience,Statistics,Fluorescence Microscopy,Confocal Microscopy,Python,Systems Biology,Mathematical Biology,C++,None,None,None,None,None,None,None,None,None,None,None,None
Data Science,Python,Statistics,Matlab,Numerical Analysis,Mathematical Modeling,Microsoft Excel,Quantum Optics,LaTeX,C++,SQL,Data Analysis,Machine Learning,Data Mining,Spark,R,None,None,None,None,None,None,None,None,None
Analytics,SAS,Segmentation,CRM,Predictive Modeling,Customer Analysis,Credit Scoring,Credit Risk,Risk Management,Analysis,Enterprise Architecture,Predictive Analytics,Management,Banking,Data Mining,Strategy,Business Analysis,Database Marketing,Analytical Skills,SAS Programming,Customer Relationship Management (CRM),None,None,None,None
Microsoft Office,Financial Analysis,SQL,Microsoft Excel,Data Analysis,VBA,PowerPoint,Microsoft Word,Process Improvement,Financial Modeling,Microsoft SQL Server,Teradata SQL,Time Management,R,Tableau,Python,Analytics,Matlab,None,None,None,None,None,None,None
Solution Architecture,TOGAF,Big Data,Pre-sales,Capacity Planning,Data Centre Architecture,Hadoop,ITIL,PMP,IT Service Delivery,IT Operations,Infrastructure,SAS,NoSQL,VMware,Unix,Linux System Administration,Cloud Computing,NetApp,Vendor Management,Data Center,Disaster Recovery,Linux,Virtualization,Storage
Integration,webMethods,Data Science,Machine Learning,Big Data,Apache Spark,Scala,Python,R,Java,SQL,Statistics,Business Process,SOA,Project Management,Business Analysis,Management,IT Strategy,Analysis,Enterprise Architecture,Consulting,Requirements Analysis,Solution Architecture,PMO,Business Process Re-engineering
Hadoop,Java,Big Data Analytics,Algorithms,Data Mining,Apache Spark,R,MapReduce,Machine Learning,Big Data,Apache Kafka,Web Services,Agile Methodologies,Software Development,SQL,XML,SOA,Software Design,C#,Software Engineering,Distributed Systems,JavaScript,ASP.NET,Distributed Algorithms,Linux
Enterprise Software,Software Engineering,Machine Learning,Java,SAS,R,Web Applications,Matlab,JSP,Servlets,Hadoop,Software Development,Product Lifecycle Management,Operations Management,Python,Amazon Web Services (AWS),Apache Pig,None,None,None,None,None,None,None,None
Algorithms,Uncertainty Quantification,High Performance Computing,Scientific Computing,Matlab,C++,Python,LaTeX,SQL,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Databases,SQL,Data Mining,Microsoft SQL Server,Business Intelligence,Python,MySQL,Data Analysis,Data Warehousing,C#,Machine Learning,Big Data,Matlab,Statistics,Database Design,R,T-SQL,Tableau,ETL,Weka,Apache Spark,SPSS Modeler,RapidMiner,Data Visualization,Deep Learning
Python,Hadoop,R,SQL,Project Management,Apache Pig,Leadership,Apache Spark,Apache Hive,MapReduce,Machine Learning,Data Analysis,Microsoft Office,D3.js,Data Visualization,None,None,None,None,None,None,None,None,None,None
Python,R,Apache Spark,Machine Learning,HDFS,Research,Numerical Analysis,Data Analytics,Data Reduction,Systems Analysis,Hardware Diagnostics,Linux,LaTeX,None,None,None,None,None,None,None,None,None,None,None,None
Physics,Medical Physics,Computational Physics,Cardiac MRI,Image Analysis,Python,Matlab,Mathematica,Linux,Mathematics Education,Academic Tutoring,Crisis Management,Suicide Assessment,Scientific Computing,Teaching,Data Analysis,LaTeX,Research,None,None,None,None,None,None,None
R,SAS,Predictive Modeling,Analytics,Data Mining,Statistical Modeling,Data Analysis,Statistics,Machine Learning,Logistic Regression,Time Series Analysis,Credit Cards,SQL,Predictive Analytics,SAS Programming,SAS/SQL,SAS Enterprise Miner,Gradient Boosting,Random Forests,Neural Networks,Decision Trees,Market Basket Analysis,Regression,Data Science,None
Python,Computer Science,Web Development,Public Speaking,Java,C,SQL,Project Management,HTML,Artificial Intelligence,Windows,Data Analysis,Project Planning,Machine Learning,Computer Vision,Operating Systems,Computer Network Operations,iOS Development,Swift,C++,None,None,None,None,None
Research,Public Speaking,Microsoft Office,Neuroscience,Data Analysis,PowerPoint,SPSS,R,Python,Linux,Machine Learning,Life Sciences,Microsoft PowerPoint,Statistics,Statistical Modeling,Data Mining,Microsoft Excel,Salesforce,None,None,None,None,None,None,None
Economics,Time Management,Analytics,Analysis,Modelling,Mathematics,Leadership,Problem Solving,Matlab,Microsoft SQL Server,Python,Data Mining,Databases,Visual Basic,Pure Mathematics,Data Analytics,Artificial Neural Networks,SPSS,SQL,Project Management,Java,RStudio,None,None,None
Spatial Analysis,ArcGIS,MapInfo,SQL,Alteryx,Cartography,R,SPSS,Python,Database Management,Quantum GIS,Geostatistics,Web Mapping,CartoCSS,SAS Programming,Microsoft SQL Server,Maptitude,Geography,ENVI,Remote Sensing,Data Analysis,Tableau,Research,Microsoft Office,Geographic Information Systems (GIS)
Python,SQL,Big Data,Cloud Computing,Java,C#,Machine Learning,Project Management,Software Consulting,Software Engineering,Google App Engine,Android Development,Accounting,Financial Systems,None,None,None,None,None,None,None,None,None,None,None
Statistical Data Analysis,Data Analysis,SAS Programming,R,Machine Learning,Data Mining,Python,Statistics,Logistic Regression,SQL,Statistical Modeling,Matlab,Programming,Data Science,Java,None,None,None,None,None,None,None,None,None,None
Data Analysis,Machine Learning,Apache Spark,Statistics,Python,SQL,C++,Data Visualization,Data Science,Linux,Programming,Microsoft Excel,Analysis,Physics,Matlab,Microsoft Office,Research,R,None,None,None,None,None,None,None
Java,Algorithms,Hadoop,Giraph,Google Cloud Platform,Python,SQL,Machine Learning,Natural Language Processing,Matlab,Software Development,Software Engineering,Antennas,RF design,ANSYS,Simulations,Agilent ADS,HFSS,Vector Network Analyzer,Satimo,AWR Microwave Office,PCB Design,Microsoft Office,MIMO,Data Analysis
Algorithms,Hadoop,SQL,Big Data,Databases,Machine Learning,Artificial Intelligence,Java,MySQL,Software Design,Data Mining,Business Intelligence,Cloud Computing,MapReduce,Python,Apache Spark,Data Analysis,HBase,Perl,NoSQL,Data Science,Scala,Design Patterns,Hive,OLAP
Matlab,Signal Processing,Medical Imaging,Simulations,Image Processing,Programming,Algorithms,Image Analysis,Medical Devices,Project Planning,Electrical Engineering,Data Analysis,MRI,Testing,LaTeX,Mathematical Modeling,Project Coordination,Labview,Digital Signal Processing,Pspice,MS Project,Statistics,Digital Signal Processors,LabVIEW,PLC
Algorithms,Data Analysis,Programming,Matlab,LaTeX,Research,C++,Python,Computer Science,C,Machine Learning,Workflow Management,Business Intelligence,Data Mining,Java,Databases,SQL,Analytics,Big Data,Communication,Software Engineering,Data Warehousing,Analysis,Oracle,Microsoft Excel
Statistics,Mathematics,Analysis,R,C++,Python,SAS,SQL,Matlab,VBA,Data Analysis,Programming,Actuarial Science,Insurance,Microsoft Excel,Financial Analysis,Data Structures,Data Modeling,Databases,Reinsurance,Policy Analysis,Research,Contract Management,Statistical Software,Microsoft Office
Physics,Science,LaTeX,Mathematical Modeling,Data Analysis,Scientific Computing,Statistics,Numerical Analysis,Spectroscopy,Characterization,Research,Matlab,Computer Science,Mathematica,Data Science,Experimentation,None,None,None,None,None,None,None,None,None
Economics,Market Research,Team Leadership,Project Management,Leadership,Data Mining,Business Analysis,Stata,Corporate Finance,Competitive Analysis,Market Analysis,Marketing Strategy,Pricing Analysis,Risk Management,SAS,R,Econometrics,Business Operations,Analytics,Process Flow Documentation,Monte Carlo Simulation,Operations Management,JDA,Python,SAP Netweaver
Python,Spark,SQL,Machine Learning,Biochemistry,Molecular Biology,Statistical Data Analysis,Web Scraping,R,High Throughput Screening,Git,Cell Biology,Cell Signaling,microRNA-seq analysis,RNAi,Antibodies,Western Blotting,Proteomics,Molecular Cloning,Stem Cells,Lifesciences,qPCR,Transgenic Mice,Data Analysis,Data Science
Data Mining,Data Analysis,Modeling,"Extract, Transform, Load (ETL)",Machine Learning,Statistics,Statistical Modeling,Python,Web2py,MVC,Shell Scripting,SQL,Git,Tableau,R,Teradata SQL,Perl,Unix,Hadoop,Molecular Biology,Cell Biology,Genetics,Biochemistry,Bioinformatics,None
R,Python,VBA,Statistics,Data Analysis,Teamwork,Research,Analysis,Fast Learner,Mandarin,Strategic Planning,Economics,Financial Modeling,PowerPoint,Microsoft Excel,Management,Microsoft Word,Microsoft Office,English,Probability,Statistical Modelling,Bayesian statistics,Visual Basic for Applications (VBA),Statistical Modeling,Analytical Skills
Data Mining,Matlab,Statistics,Python,Econometrics,Operations Research,R Programming,Microsoft Office,C++,SQL,Machine Learning,Simulations,Financial Modeling,Optimization,Critical Thinking,Problem Solving,Data Analysis,Analytics,Quantitative,None,None,None,None,None,None
Digital Marketing,E-commerce,Marketing Strategy,Social Media,Marketing,Tourism,Social Media Marketing,Hospitality,Business Development,Business Strategy,Online Advertising,Hotels,Marketing Communications,Online Marketing,New Business Development,Email Marketing,SEM,Strategic Planning,Digital Strategy,SEO,PPC,Web Analytics,Search Engine Optimization (SEO),Search Engine Marketing (SEM),Hospitality Industry
Analytics,Business Analytics,Predictive Analytics,R,Business Development,Statistical Modeling,Microsoft Excel,Tableau,Data Mining,Data Analysis,Market Research,Marketing Strategy,Decision Trees,Management,Leadership,Marketing,Product Management,Predictive Modeling,Microsoft SQL Server,SQL,Microsoft Office,Statistics,Machine Learning,Analysis,Team Management
Data Science,Big Data Analytics,Machine Learning,Natural Language Processing,Deep Learning,Data Analysis,Bayesian statistics,Python,Scala,Apache Spark,Rapid Prototyping,Data Visualization,Public Speaking,Research,None,None,None,None,None,None,None,None,None,None,None
Computer Science,Artificial Intelligence,Optimization,Recommender Systems,Machine Learning,Deep Learning,Evolutionary Computation,Reinforcement Learning,Natural Language Processing,Information Retrieval,Algorithms,Data Analysis,Python,Spark,Scala,PyTorch,SQL,Keras,C,TensorFlow,Git,R,Java,C++,Linux System Administration
ABAP,SAP BI,SAP Netweaver,Business Intelligence,SAP,Data Warehousing,Certified SAP Consultant,Data Modeling,BI Reporting,HTML5,Javascript,Bootstrap,None,None,None,None,None,None,None,None,None,None,None,None,None
Matlab,Nanotechnology,Python,Machine Learning,Data Mining,Statistical Data Analysis,D3.js,Apache Spark,Data Visualization,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Physics,Technical Writing,Critical Thinking,Community Outreach,Programming,Scientific Computing,High Performance Computing,Policy,Mathematics,Fortran,Python,C,Public Speaking,Public Policy,Proposal Writing,Proof of Concept,Office Administration,Microsoft Office,Linux,Mac,Windows,Astronomy,Astrophysics,Networking,Social Media
Python,Web Scraping,Machine Learning,Microsoft SQL Server,HTML,Web Development,Git,C#,C++,C,Java,JavaScript,Groovy,ETL,Web Crawling,HTML 5,CSS,Agile & Waterfall Methodologies,PL/SQL,Jenkins,ASP.NET,Software Development Life Cycle,Object Oriented Design,Oracle SQL Developer,Analog Circuit Design
Economics,Microsoft Excel,Finance,PowerPoint,Data Visualization,Machine Learning,R,Python,Deep Learning,Data Science,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
GIS,R,Statistical Computing,Spatial Analysis,Data Mining,Remote Sensing,Programming,Tableau,Geodemographics,Business Intelligence,Visual Analytics,Statistics,ESRI,Geomatics,Geostatistics,Cartography,Topographic Surveys,Photogrammetry,Report Writing,Spatial Databases,Hydrology,ArcMap,ArcView,Geography,ArcGIS
Machine Learning,Pattern Recognition,Matlab,Algorithms,LaTeX,Python,Artificial Intelligence,C++,Research,R,Speech Processing,Mathematical Modeling,Statistics,Programming,Natural Language Processing,Signal Processing,Data Analysis,Data Mining,Numerical Analysis,HTML,Probability,Data Visualization,Statistical Modeling,Optimization,SQL
